Tweet ID,Tweet URL,Time Posted,User,Question,Text,Text without share link,Categories,categories,Label
'915229988940521472,https://twitter.com/PassItOnUntil/status/915229988940521472,Tue Oct 03 15:00:08 +0000 2017,PassItOnUntil,have you had a genomic test for #breastcancer?,Have you had a genomic test for #breastcancer? Did you know women over the age of 70 are 3.2 times less likely to... https://t.co/zboBbMRgI8,,,,0
'898560144140783616,https://twitter.com/PassItOnUntil/status/898560144140783616,Fri Aug 18 15:00:07 +0000 2017,PassItOnUntil,did you know that chemotherapy only benefits 4 out of 100 early-stage #breastcancer patients?,Did you know that chemotherapy only benefits 4 out of 100 early-stage #breastcancer patients? Oncotype DX is the... https://t.co/S3m6IyuoR0,,,,0
'873194408056729601,https://twitter.com/PassItOnUntil/status/873194408056729601,Fri Jun 09 15:05:44 +0000 2017,PassItOnUntil,did you know that #breastcancer affects men too?,"Did you know that #breastcancer affects men too? One in 1,000 men will be diagnosed, and it is important for them... https://t.co/tje2mB8QFy",,,,0
'837713520468750336,https://twitter.com/PassItOnUntil/status/837713520468750336,Fri Mar 03 17:17:21 +0000 2017,PassItOnUntil,"a #breastcancer diagnosis can be a defining moment, but what else can you define yourself by?","A #breastcancer diagnosis can be a defining moment, but what else can you define yourself by? Fill in the blank... https://t.co/IGMIfM2IVQ",,,,0
'825741619836121089,https://twitter.com/PassItOnUntil/status/825741619836121089,Sun Jan 29 16:25:18 +0000 2017,PassItOnUntil,have you ever imaged a world in which #breastcancer does not exist?,"Have you ever imaged a world in which #breastcancer does not exist? The possibility is real, and the National... https://t.co/rysg63cxAs",,,,0
'809075623805276160,https://twitter.com/PassItOnUntil/status/809075623805276160,Wed Dec 14 16:40:35 +0000 2016,PassItOnUntil,what does a 3rd-grade school teacher receive when she returns to work following #breastcancer treatment?,What does a 3rd-grade school teacher receive when she returns to work following #breastcancer treatment? A... https://t.co/cfeBdkYJJv,,,,0
'764501907331096576,https://twitter.com/PassItOnUntil/status/764501907331096576,Sat Aug 13 16:40:33 +0000 2016,PassItOnUntil,"did you know men can get #breastcancer too, and that treatment options are the same for both women and men?","Did you know men can get #breastcancer too, and that treatment options are the same for both women and men? Read... https://t.co/xIQkmwLupl",,,,0
'763413881981014016,https://twitter.com/PassItOnUntil/status/763413881981014016,Wed Aug 10 16:37:07 +0000 2016,PassItOnUntil,did you know that chemotherapy only benefits 4 out of 100 #breastcancer patients?,"Did you know that chemotherapy only benefits 4 out of 100 #breastcancer patients? Genomic testing, like #Oncotype... https://t.co/ArlF3xObzX",,,,0
'748199903302586368,https://twitter.com/PassItOnUntil/status/748199903302586368,Wed Jun 29 17:02:12 +0000 2016,PassItOnUntil,are you on pinterest?,Are you on Pinterest? Make sure to follow our #breastcancer news and research updates board! https://t.co/2ai7VlsIol https://t.co/XTkD6WgG7j,,,,0
'735153884956655616,https://twitter.com/PassItOnUntil/status/735153884956655616,Tue May 24 17:01:59 +0000 2016,PassItOnUntil,are you newly diagnosed with #breastcancer?,Are you newly diagnosed with #breastcancer? Visit https://t.co/yKnQLp57Gn to learn about personalized... https://t.co/omfGXBRnwy,,,,0
'717761018202603520,https://twitter.com/PassItOnUntil/status/717761018202603520,Wed Apr 06 17:08:56 +0000 2016,PassItOnUntil,how will you #passinspirationon?,Sharing your #breastcancer story may inspire someone else. How will you #PassInspirationOn? #WednesdayWisdom https://t.co/6TW48xZwFS,,,,0
'717392754880483328,https://twitter.com/PassItOnUntil/status/717392754880483328,Tue Apr 05 16:45:35 +0000 2016,PassItOnUntil,#didyouknow that 1 out of every 5 cases of #breastcancer is dcis or ductal carcinoma in situ?,#DidYouKnow that 1 out of every 5 cases of #breastcancer is DCIS or ductal carcinoma in situ? Selecting treatment... https://t.co/rdrpl5QZsw,,,,0
'713406445841170433,https://twitter.com/PassItOnUntil/status/713406445841170433,Fri Mar 25 16:45:25 +0000 2016,PassItOnUntil,#didyouknow that men can get #breastcancer too?,#DidYouKnow that men can get #breastcancer too? Mike didn’t think men could get breast cancer until he was... https://t.co/580lU5r9cm,,,,0
'702546479060295684,https://twitter.com/PassItOnUntil/status/702546479060295684,Wed Feb 24 17:31:47 +0000 2016,PassItOnUntil,what would you say to a friend who has recently been diagnosed with #breastcancer?,What would you say to a friend who has recently been diagnosed with #breastcancer? What advice might you share?... https://t.co/vmZ6A5P3Pv,,,,0
'699659718386720769,https://twitter.com/PassItOnUntil/status/699659718386720769,Tue Feb 16 18:20:50 +0000 2016,PassItOnUntil,“my advice to a newly diagnosed #breastcancer patient?,“My advice to a newly diagnosed #breastcancer patient? Genomic testing and the #Onctoype DX test gives you the... https://t.co/GPkzmM28Ep,,,,0
'693126686527737856,https://twitter.com/PassItOnUntil/status/693126686527737856,Fri Jan 29 17:40:54 +0000 2016,PassItOnUntil,have you or a loved one recently been diagnosed with #breastcancer?,Have you or a loved one recently been diagnosed with #breastcancer? Check out these questions to ask your doctor... https://t.co/TkXcOPbGKH,,,,0
'679730106286391296,https://twitter.com/PassItOnUntil/status/679730106286391296,Wed Dec 23 18:27:40 +0000 2015,PassItOnUntil,#lumpectomy plus radiation or #mastectomy for early-stage #breastcancer?,#Lumpectomy plus radiation or #mastectomy for early-stage #breastcancer? Listen to Dr. Marisa Weiss in this... https://t.co/3LJ443HHY8,,,,0
'677892477102239745,https://twitter.com/PassItOnUntil/status/677892477102239745,Fri Dec 18 16:45:35 +0000 2015,PassItOnUntil,#didyouknow that 637 cases of #breastcancer are diagnosed in the u.s. each day?,#DidYouKnow that 637 cases of #breastcancer are diagnosed in the U.S. each day? If you know someone who has been... https://t.co/00ePcBCkcA,,,,0
'675367537668943873,https://twitter.com/PassItOnUntil/status/675367537668943873,Fri Dec 11 17:32:23 +0000 2015,PassItOnUntil,know someone recently diagnosed with #breastcancer?,Know someone recently diagnosed with #breastcancer? Help them make the right treatment decision. A personalized... https://t.co/Pga3FaUew0,,,,0
'672108327636078593,https://twitter.com/PassItOnUntil/status/672108327636078593,Wed Dec 02 17:41:27 +0000 2015,PassItOnUntil,what about #breastcancer do you wish others knew?,What about #breastcancer do you wish others knew? Check out this @Buzzfeed list called “17 Things No One Tells... https://t.co/a17fRQOA9T,,,,0
'659818614783021056,https://twitter.com/PassItOnUntil/status/659818614783021056,Thu Oct 29 19:46:31 +0000 2015,PassItOnUntil,have you been enjoying the #scorestory videos?,Have you been enjoying the #ScoreStory videos? You can read more about the #breastcancer journeys of these men... https://t.co/u7ZDswTgde,,,,0
'657648672922976256,https://twitter.com/PassItOnUntil/status/657648672922976256,Fri Oct 23 20:03:56 +0000 2015,PassItOnUntil,"#didyouknow 1 in 5 new #breastcancer cases is ductal carcinoma in situ (dcis), or stage 0 cancer?","#DidYouKnow 1 in 5 new #breastcancer cases is ductal carcinoma in situ (DCIS), or Stage 0 cancer? Watch this... https://t.co/wmyqgbNIED",,,,0
'656916832369045504,https://twitter.com/PassItOnUntil/status/656916832369045504,Wed Oct 21 19:35:52 +0000 2015,PassItOnUntil,know someone with #breastcancer?,"Know someone with #breastcancer? Check out our Pinterest board for tips on how to support your loved one, and be... https://t.co/BD02lXFGWR",,,,0
'655111942856552449,https://twitter.com/PassItOnUntil/status/655111942856552449,Fri Oct 16 20:03:53 +0000 2015,PassItOnUntil,#didyouknow there are more than 2.8 million #breastcancer survivors in the us?,#DidYouKnow there are more than 2.8 million #breastcancer survivors in the US? SHARE this post with someone who... http://t.co/BUPBgKFVeE,,,,0
'654695737763037184,https://twitter.com/PassItOnUntil/status/654695737763037184,Thu Oct 15 16:30:02 +0000 2015,PassItOnUntil,where do you find the most useful #breastcancer information?,"Where do you find the most useful #breastcancer information? Answer in the comments: doctors, websites, friends,... http://t.co/p98N0zEWdu",,,,0
'649265154807476224,https://twitter.com/PassItOnUntil/status/649265154807476224,Wed Sep 30 16:50:50 +0000 2015,PassItOnUntil,do you know someone recently diagnosed with #breastcancer?,Do you know someone recently diagnosed with #breastcancer? Share this #WednesdayWisdom article from... http://t.co/mWRGseM52R,,,,0
'641654738015006720,https://twitter.com/PassItOnUntil/status/641654738015006720,Wed Sep 09 16:49:45 +0000 2015,PassItOnUntil,how have you or a loved one gotten back to exercise after #breastcancer treatment?,How have you or a loved one gotten back to exercise after #breastcancer treatment? What type of exercise is your... http://t.co/VPNt16PpsZ,,,,0
'635142239895842816,https://twitter.com/PassItOnUntil/status/635142239895842816,Sat Aug 22 17:31:25 +0000 2015,PassItOnUntil,"is #dcis #breastcancer, a precursor to the disease or just a risk factor for some women?","Is #DCIS #breastcancer, a precursor to the disease or just a risk factor for some women? Make sure you make an... http://t.co/HXwyqQ6HHq",,,,0
'634092477436137472,https://twitter.com/PassItOnUntil/status/634092477436137472,Wed Aug 19 20:00:02 +0000 2015,PassItOnUntil,what #breastcancer boards do you follow?,Are you on Pinterest? What #breastcancer boards do you follow? Be sure to check out our Pinterest page at... http://t.co/kmohmRqRGC,,,,0
'623888994489774080,https://twitter.com/PassItOnUntil/status/623888994489774080,Wed Jul 22 16:15:02 +0000 2015,PassItOnUntil,did you know only 4% of early-stage #breastcancer patients actually benefit from chemo?,Did you know only 4% of early-stage #breastcancer patients actually benefit from chemo? There is a test that can... http://t.co/M3fwqGedRf,,,,0
'623534781750464512,https://twitter.com/PassItOnUntil/status/623534781750464512,Tue Jul 21 16:47:31 +0000 2015,PassItOnUntil,what are your favorite blogs?,Check out this list of #breastcancer blogs from @TheBreastCancerSite. What are your favorite blogs? #PassItOn http://t.co/Q0c8myFjTc,,,,0
'615924444356325377,https://twitter.com/PassItOnUntil/status/615924444356325377,Tue Jun 30 16:46:45 +0000 2015,PassItOnUntil,do you know the symptoms of #breastcancer?,Do you know the symptoms of #breastcancer? Check out this chart to learn more and SHARE to spread the word #PassItOn http://t.co/wydYQj52go,,,,0
'614116484713947136,https://twitter.com/PassItOnUntil/status/614116484713947136,Thu Jun 25 17:02:34 +0000 2015,PassItOnUntil,do you have any advice for someone who has been recently diagnosed with #breastcancer?,Do you have any advice for someone who has been recently diagnosed with #breastcancer? COMMENT below to... http://t.co/UKzTjtNq72,,,,0
'512350058667208704,https://twitter.com/PassItOnUntil/status/512350058667208704,Wed Sep 17 21:19:07 +0000 2014,PassItOnUntil,looking to learn more about #dcis #breastcancer?,"Looking to learn more about #DCIS #breastcancer? Learn more by watching this video, where Dr. Jennifer Manders... http://t.co/KoEFOhMI8B",,,,0
'487301846382284801,https://twitter.com/PassItOnUntil/status/487301846382284801,Thu Jul 10 18:26:28 +0000 2014,PassItOnUntil,do you know the difference between #dcis and invasive #breastcancer?,Do you know the difference between #DCIS and invasive #breastcancer? Learn about infiltrating and confined breast... http://t.co/eIcFv02YNA,,,,0
'430429509607624704,https://twitter.com/PassItOnUntil/status/430429509607624704,Mon Feb 03 19:56:06 +0000 2014,PassItOnUntil,what quality of life issues do young #breastcancer patients face?,What quality of life issues do young #breastcancer patients face? Young Survival Coalition's CEO talks about her... http://t.co/a6DBQ1QBQi,,,,0
'400705499751931904,https://twitter.com/PassItOnUntil/status/400705499751931904,Wed Nov 13 19:23:30 +0000 2013,PassItOnUntil,have you seen this touching tribute yet?,Have you seen this touching tribute yet? A husband chronicled his wife’s battle with #breastcancer in photos. Let... http://t.co/zprGfNNCa5,,,,0
'400356261754970112,https://twitter.com/PassItOnUntil/status/400356261754970112,Tue Nov 12 20:15:45 +0000 2013,PassItOnUntil,recently diagnosed with #breastcancer and not sure what to think?,Recently diagnosed with #breastcancer and not sure what to think? Watch Dr. Marisa Weiss of http://t.co/MM1ztOml8C... http://t.co/qBqjcNVBit,,,,0
'395318379025686528,https://twitter.com/PassItOnUntil/status/395318379025686528,Tue Oct 29 22:37:00 +0000 2013,PassItOnUntil,ever wonder how #breastcancer is staged?,Ever wonder how #breastcancer is staged? Read this article from American Cancer Society http://t.co/n196Wxy5wZ http://t.co/khLnkup77V,,,,0
'393430140903886848,https://twitter.com/PassItOnUntil/status/393430140903886848,Thu Oct 24 17:33:49 +0000 2013,PassItOnUntil,do you blog about your #breastcancer experience?,Do you blog about your #breastcancer experience? Comment on this post and let us know what the name of your blog... http://t.co/urop9B4N1i,,,,0
'382942159457906689,https://twitter.com/PassItOnUntil/status/382942159457906689,Wed Sep 25 18:58:20 +0000 2013,PassItOnUntil,"have you heard of dcis (ductal carcinoma in situ, a non-invasive form of #breastcancer)?","Have you heard of DCIS (ductal carcinoma in situ, a non-invasive form of #breastcancer)? Listen to Amy's story... http://t.co/XsWcwwRMJ7",,,,0
'298879707582193666,https://twitter.com/PassItOnUntil/status/298879707582193666,Tue Feb 05 19:44:09 +0000 2013,PassItOnUntil,looking for ways to make managing your #bc easier?,Looking for ways to make managing your #BC easier? Try the My #BreastCancer Coach app. Use the calendar and... http://t.co/LxiMwR2z,,,,0
'63350172855443456,https://twitter.com/PassItOnUntil/status/63350172855443456,Wed Apr 27 21:13:52 +0000 2011,PassItOnUntil,#didyouknow a woman’s risk of #breastcancer approx doubles if she has a 1st-degree relative w/ bc?,#Didyouknow A woman’s risk of #breastcancer approx doubles if she has a 1st-degree relative w/ BC? via @Breastcancerorg http://bit.ly/ce6Zvc,,,,0
'58520079490490368,https://twitter.com/PassItOnUntil/status/58520079490490368,Thu Apr 14 13:20:48 +0000 2011,PassItOnUntil,what's the best way to support a friend who recently received a #breastcancer diagnosis?,What's the best way to support a friend who recently received a #breastcancer diagnosis? Join the convo: http://on.fb.me/erv8Do,,,,0
'38015282425372672,https://twitter.com/PassItOnUntil/status/38015282425372672,Wed Feb 16 23:22:04 +0000 2011,PassItOnUntil,will any of our followers be at #c4yw next week?,Will any of our followers be at #C4YW next week? More info about the conference here: http://on.fb.me/C4YWpio #breastcancer Pls RT!,,,,0
'15544968378580993,https://twitter.com/PassItOnUntil/status/15544968378580993,Thu Dec 16 23:13:03 +0000 2010,PassItOnUntil,"if you or a loved one has been touched by #breastcancer, what did you turn to for info & guidance?","If you or a loved one has been touched by #breastcancer, what did you turn to for info & guidance? Join the convo http://on.fb.me/g7IHYN",,,,0
'9988908674715649,https://twitter.com/PassItOnUntil/status/9988908674715649,Wed Dec 01 15:15:16 +0000 2010,PassItOnUntil,what can ppl do to keep awareness alive even after #breastcancer awareness month?,What can ppl do to keep awareness alive even after #BreastCancer Awareness Month? Join the #PassItOn convo -&gt; http://on.fb.me/gKZTTq Pls RT,,,,0
'2880784830562305,https://twitter.com/PassItOnUntil/status/2880784830562305,Fri Nov 12 00:30:07 +0000 2010,PassItOnUntil,r u ready to let her know ab personalized treatment?,Chances are u know or will know someone w/ #BreastCancer. R u ready to let her know ab personalized treatment? http://bit.ly/PinkRibbonVideo,,,,0
'2518583296925696,https://twitter.com/PassItOnUntil/status/2518583296925696,Thu Nov 11 00:30:51 +0000 2010,PassItOnUntil,what inspires you during difficult times in your life?,"As we all know, #BreastCancer can be a difficult experience. What inspires YOU during difficult times in your life? http://on.fb.me/9MLNk8",,,,0
'29186770080,https://twitter.com/PassItOnUntil/status/29186770080,Sat Oct 30 14:14:36 +0000 2010,PassItOnUntil,"if u could share 1 msg about #breastcancer w/every woman, what would it b?","If u could share 1 msg about #BreastCancer w/every woman, what would it b? See what the #PassItOn community said http://on.fb.me/CommunityQ1",,,,0
'27994228044,https://twitter.com/PassItOnUntil/status/27994228044,Thu Oct 21 03:46:57 +0000 2010,PassItOnUntil,what does pink mean to you?,What does PINK mean to you? See what our #PassItOn community said in this beautiful word cloud. http://on.fb.me/CommunityQ2 #BreastCancer,,,,0
'1106796260160225280,https://twitter.com/NickiDurlester/status/1106796260160225280,Sat Mar 16 05:56:06 +0000 2019,NickiDurlester,what does #breastcancer feel like?,What Does #BreastCancer Feel Like? by @DrJulieReiland #bcsm https://t.co/otwz44dukf,,,,0
'1100871377945391104,https://twitter.com/NickiDurlester/status/1100871377945391104,Wed Feb 27 21:32:44 +0000 2019,NickiDurlester,what do #breastcancer survival rates tell us?,What Do #BreastCancer Survival Rates Tell Us? by @emkhowley #bcsm | Patient Advice | US News https://t.co/j2Rq6ygTTn,,,,0
'1060397575881150465,https://twitter.com/NickiDurlester/status/1060397575881150465,Thu Nov 08 05:04:17 +0000 2018,NickiDurlester,can #radon exposure cause #breastcancer?,Can #Radon Exposure Cause #BreastCancer? By @emkhowley #bcsm https://t.co/tEDglKjsaz,,,,0
'1043364151005917184,https://twitter.com/NickiDurlester/status/1043364151005917184,Sat Sep 22 04:59:33 +0000 2018,NickiDurlester,can i skip #chemotherapy for my early stage #breastcancer?,Can I Skip #Chemotherapy for My Early Stage #BreastCancer? By @emkhowley #bcsm #OncotypeDX @GenomicHealth #TAILORx https://t.co/8CTDwjjref,,,,0
'1034099313570275328,https://twitter.com/NickiDurlester/status/1034099313570275328,Mon Aug 27 15:24:23 +0000 2018,NickiDurlester,what is active surveillance for #breastcancer?,What Is Active Surveillance for #BreastCancer? By @emkhowley #bcsm #BRCA #hereditarycancer | Patient Advice | US Ne… https://t.co/oYabirjJbf,,,,0
'1028083930921021440,https://twitter.com/NickiDurlester/status/1028083930921021440,Sat Aug 11 01:01:24 +0000 2018,NickiDurlester,what are #breastcalcifications?,"What Are #BreastCalcifications?

Calcifications are common but don’t elevate your risk of developing #breastcancer.… https://t.co/PPk5l1Vgiu",,,,0
'1023230835376316417,https://twitter.com/NickiDurlester/status/1023230835376316417,Sat Jul 28 15:36:56 +0000 2018,NickiDurlester,can #physicaltherapy after #breastcancer surgery reduce risk of #lymphedema?,Can #PhysicalTherapy After #BreastCancer Surgery Reduce Risk of #Lymphedema? by @emkhowley #bcsm #breastsurgery | P… https://t.co/nQFD7mOTIa,,,,0
'1019010925548859393,https://twitter.com/NickiDurlester/status/1019010925548859393,Tue Jul 17 00:08:31 +0000 2018,NickiDurlester,what is triple-negative #breastcancer?,What Is Triple-Negative #BreastCancer? by @emkhowley #triplenegativebreastcancer #TNBC #bcsm #BRCA1… https://t.co/AfTdSscs6s,,,,0
'1007989855605780480,https://twitter.com/NickiDurlester/status/1007989855605780480,Sat Jun 16 14:14:43 +0000 2018,NickiDurlester,what is her-2-positive #breastcancer?,What Is HER-2-Positive #BreastCancer? by @emkHowley featuring @DrNimmiKapoor #HER2+ #bcsm | Patient Advice | US News https://t.co/7ZGU532PgE,,,,0
'1002650075602927617,https://twitter.com/NickiDurlester/status/1002650075602927617,Fri Jun 01 20:36:21 +0000 2018,NickiDurlester,should i test myself for #brca mutations?,Should I Test Myself for #BRCA Mutations? By @emkhowley  #hereditarycancernews #HBOC #breastcancer #ovariancancer… https://t.co/gkpLHIKVgs,,,,0
'999710415348121600,https://twitter.com/NickiDurlester/status/999710415348121600,Thu May 24 17:55:11 +0000 2018,NickiDurlester,to #soy or not to soy?,To #soy or not to soy? The ongoing debate continues. Some studies suggest eating soy increases #breastcancer risk w… https://t.co/ecp8upw0XG,,,,0
'987345690379472896,https://twitter.com/NickiDurlester/status/987345690379472896,Fri Apr 20 15:02:11 +0000 2018,NickiDurlester,can #fasting improve #chemotherapy’s effects?,Can #Fasting Improve #Chemotherapy’s Effects? by @emkhowley #breastcancer #bcsm | Patient Advice | US News https://t.co/xeOfdlWPfC,,,,0
'984148971588222976,https://twitter.com/NickiDurlester/status/984148971588222976,Wed Apr 11 19:19:34 +0000 2018,NickiDurlester,can i reduce the risk of #heartdisease from #breastcancer treatment?,Can I Reduce the Risk of #HeartDisease From #BreastCancer Treatment? By @emkhowley @usnews  #bcsm  https://t.co/K2fD0bBxbW,,,,0
'980867786455969792,https://twitter.com/NickiDurlester/status/980867786455969792,Mon Apr 02 18:01:18 +0000 2018,NickiDurlester,can a #keto diet slow the growth of #breastcancer?,Can a #Keto Diet Slow the Growth of #BreastCancer? By @emkhowley #bcsm https://t.co/iGrHFJUWBx,,,,0
'977632053377122304,https://twitter.com/NickiDurlester/status/977632053377122304,Sat Mar 24 19:43:39 +0000 2018,NickiDurlester,are #mammograms overrated?,Are #Mammograms Overrated? by @emkhowley #bcsm #breastcancer #radiology #breastimaging | Patient Advice | US News https://t.co/F3mZpOvOV8,,,,0
'974296036951826434,https://twitter.com/NickiDurlester/status/974296036951826434,Thu Mar 15 14:47:31 +0000 2018,NickiDurlester,will there be a #vaccine for #breastcancer someday?,Will There Be a #Vaccine for #BreastCancer Someday? by @emkhowley #bcsm | Patient Advice | US News https://t.co/Lym2lboo0Z,,,,0
'970776835855335424,https://twitter.com/NickiDurlester/status/970776835855335424,Mon Mar 05 21:43:28 +0000 2018,NickiDurlester,is there a best diet for #breastcancer?,Is There a Best Diet for #BreastCancer? By @emkhowley #bcsm | Patient Advice | US News https://t.co/5lJJukruAU,,,,0
'963879430782255105,https://twitter.com/NickiDurlester/status/963879430782255105,Wed Feb 14 20:55:38 +0000 2018,NickiDurlester,is there a connection between #diabetes and #breastcancer?,Is There a Connection Between #Diabetes and #BreastCancer? By @emkhowley @usnews #bcsm  https://t.co/WbzSCNql19,,,,0
'948375793872220160,https://twitter.com/NickiDurlester/status/948375793872220160,Wed Jan 03 02:09:43 +0000 2018,NickiDurlester,can #omega3 acids fight joint pain from drugs to treat #breastcancer?,Can #Omega3 Acids Fight Joint Pain From Drugs to Treat #BreastCancer? by @emkhowley #bcsm #aromataseinhibitors… https://t.co/EDk1IJfBus,,,,0
'945725296992325632,https://twitter.com/NickiDurlester/status/945725296992325632,Tue Dec 26 18:37:36 +0000 2017,NickiDurlester,should i tell my co-workers about my #breastcancer diagnosis?,Should I Tell My Co-Workers About My #BreastCancer Diagnosis? By @emkhowley @usnews #bcsm https://t.co/jnK5TnjAPV,,,,0
'941338396240134144,https://twitter.com/NickiDurlester/status/941338396240134144,Thu Dec 14 16:05:37 +0000 2017,NickiDurlester,what causes chemo- or endo-brain in #breastcancer patients?,What Causes Chemo- or Endo-Brain in #BreastCancer Patients? Cognitive changes can accompany #chemotherapy &amp;… https://t.co/uNV5OX1oAe,,,,0
'938112635312078848,https://twitter.com/NickiDurlester/status/938112635312078848,Tue Dec 05 18:27:36 +0000 2017,NickiDurlester,should any women have regular screening #mammograms after age 74?,Should Any Women Have Regular Screening #Mammograms After Age 74? by @emkhowley #breastcancer #bcsm | Patient Advic… https://t.co/471xtzunUP,,,,0
'937704666422325248,https://twitter.com/NickiDurlester/status/937704666422325248,Mon Dec 04 15:26:28 +0000 2017,NickiDurlester,is it really possible to feel the difference between a breast cyst and a tumor?,Is It Really Possible to Feel the Difference Between a Breast Cyst and a Tumor? #breastcancer #bcsm #fibrocystic… https://t.co/yO3YEo4djf,,,,0
